商家名,商圈,类型,评分,城市,人均价格
廣府鹅夫人,陆家嘴,粤菜馆,9.066666666666668,上海,157
新旺茶餐厅,迪士尼,茶餐厅,8.366666666666665,上海,93
菁禧荟,外滩,潮汕菜,9.133333333333333,上海,1058
妹記冰廰·港式大排档,淮海路,茶餐厅,8.233333333333333,上海,94
陆苑,静安寺,粤菜馆,8.733333333333333,上海,274
逸谷会,南京西路,粤菜馆,8.6,上海,260
超点,八佰伴,粤菜馆,8.9,上海,117
利苑,音乐学院,粤菜馆,8.333333333333334,上海,413
香港龙凤楼,静安寺,粤菜馆,8.466666666666667,上海,240
花点心思港式点心专卖,人民广场/南京路,粤式茶点,8.633333333333333,上海,116
四季和府,外滩,粤菜馆,9.133333333333333,上海,393
谷心餐厅,打浦桥/田子坊,茶餐厅,8.8,上海,51
维记港式餐厅,五角场/大学区,茶餐厅,8.666666666666666,上海,120
紅鯉魚港式大排檔,虹桥镇,茶餐厅,8.666666666666666,上海,104
Mr Young焗诱·潮园,虹桥镇,粤菜馆,9.033333333333333,上海,157
新紮師兄香港大排檔,金桥,茶餐厅,8.166666666666666,上海,95
龙面馆,徐家汇,粤菜馆,8.799999999999999,上海,173
夏宫中餐厅,静安寺,粤菜馆,8.433333333333334,上海,405
港丽餐厅,徐家汇,茶餐厅,7.266666666666667,上海,115
德爷顺德菜,虹桥镇,顺德菜,8.5,上海,141
查餐厅,淮海路/陕西南路,茶餐厅,6.533333333333332,上海,88
誉八仙,中山公园,粤菜馆,8.7,上海,254
廣御點,南京东路,粤式茶点,8.4,上海,95
家府潮汕菜,月星环球港,潮汕菜,8.633333333333333,上海,98
潮禧·潮汕菜,长寿路,潮汕菜,8.933333333333334,上海,183
晶采轩,南京西路,粤菜馆,9.133333333333333,上海,566
瑞华樟园Ruihua Villa,月星环球港,粤菜馆,9.133333333333333,上海,490
皇朝会,外滩,粤菜馆,9.166666666666666,上海,761
翠园,静安寺,粤菜馆,8.566666666666666,上海,293
誉八仙茶室酒楼,新天地,粤菜馆,8.933333333333332,上海,332
小龍鳳餐室,淮海路/陕西南路,茶餐厅,7.733333333333333,上海,84
前香居港式排档,大悦城,粤菜馆,8.299999999999999,上海,123
TBG天比高茶冰厅,淮海路/陕西南路,茶餐厅,8.266666666666667,上海,103
稻香,音乐学院,粤式茶点,7.566666666666666,上海,102
万喜记冰室,打浦桥/田子坊,茶餐厅,8.6,上海,84
香港百合居,天山,粤菜馆,8.866666666666665,上海,169
喜樂油粥品专家,虹桥镇,茶餐厅,8.233333333333333,上海,64
浦江粤色全景餐厅,平凉路/东外滩,粤菜馆,8.6,上海,203
新雅粤菜馆,南京东路,粤菜馆,7.5,上海,150
熠盛粤味,音乐学院,顺德菜,7.933333333333334,上海,102
鲜璟台,陆家嘴,粤菜馆,8.866666666666667,上海,1017
潮民冰室,徐家汇,茶餐厅,8.333333333333332,上海,100
唐宫,虹桥镇,粤菜馆,8.666666666666666,上海,147
家全七福酒家,静安寺,粤菜馆,8.466666666666667,上海,597
大龍發记·香港饭店,南方商城,粤菜馆,8.766666666666667,上海,209
凤凰湘语,虹桥枢纽,湘菜,9.066666666666668,上海,160
许爷剁椒鱼头,南京西路,湘菜,9.033333333333333,上海,141
吃饭皇帝大土家民族菜,陆家嘴,湘菜,8.466666666666667,上海,106
巡湘记,南翔,湘菜,8.5,上海,106
久久滴水洞湘菜馆,淮海路,湘菜,7.433333333333334,上海,117
甲王二老长沙口味馆,长寿路,湘菜,8.666666666666666,上海,143
谭姐湘菜馆,陆家嘴,湘菜,7.966666666666668,上海,104
御鲤湘,静安寺,湘菜,8.5,上海,89
小团圆湘菜,世纪大道,湘菜,8.4,上海,89
六月半湖南湘鲜馆,静安寺,湘菜,8.8,上海,174
湘庭•精致湖南菜,长风公园/华师大,湘菜,7.900000000000001,上海,88
蛙来哒炭烧牛蛙,打浦桥/田子坊,湘菜,8.833333333333334,上海,97
十食湘BISTRO,静安寺,湘菜,8.733333333333333,上海,188
湖南乡村风味馆,复兴西路/丁香花园,湘菜,7.233333333333333,上海,92
沪里湘·鱼蛙汇,徐家汇,湘菜,8.766666666666666,上海,97
古意,徐家汇,湘菜,8.799999999999999,上海,186
蛙小侠,五角场/大学区,湘菜,8.8,上海,93
沁园春望·湘食四季,世纪大道,湘菜,8.866666666666665,上海,153
火候湖南菜,曹家渡,湘菜,8.766666666666666,上海,77
望湘园·小雅,陆家嘴,湘菜,8.0,上海,121
湘粹,南京西路,湘菜,7.633333333333333,上海,77
望湘园·洞庭渔宴,浦江镇,湘菜,8.966666666666667,上海,107
望湘园湖南菜,东明,湘菜,8.933333333333332,上海,95
望师傅·超级大厨小炒肉,长寿路,湘菜,8.866666666666667,上海,54
湘肆·一家有态度的湘菜馆,中山公园/江苏路,湘菜,8.799999999999999,上海,82
